sentiment,text,text_length,word_count,text_raw,text_clean,clean_word_count,label
neutral,"The podcast , sees Harple provide the low-down on GyPSii 's platform , which takes someone 's location and demographic information to produce a contextual index of the world around them .",187,32,"The podcast , sees Harple provide the low-down on GyPSii 's platform , which takes someone 's location and demographic information to produce a contextual index of the world around them .",podcast see harple provide low gypsii platform take someone location demographic information produce contextual index world around,17,1
negative,"When this information was released on 5 September 2008 , Nokia 's American Depositary shares fell by 8 % .",106,20,"When this information was released on 5 September 2008 , Nokia 's American Depositary shares fell by 8 % .",information released september nokia american depositary share fell,8,0
neutral,"- Among other Finnish shares traded in the US , Stora Enso closed 0.33 pct lower at 12.11 eur , UPM-Kymmene was up 0.28 pct at 18.10 eur , and Metso was down 0.13 pct at 31.06 eur .",181,39,"- Among other Finnish shares traded in the US , Stora Enso closed 0.33 pct lower at 12.11 eur , UPM-Kymmene was up 0.28 pct at 18.10 eur , and Metso was down 0.13 pct at 31.06 eur .",among finnish share traded u stora enso closed pct lower eur upm kymmene pct eur metso pct eur,18,1
negative,"Finnish construction company YIT is reducing the number of start-ups of market-financed residential units in 2007 to about 2,300 from the previously announced 2,700 .",166,25,"Finnish construction company YIT is reducing the number of start-ups of market-financed residential units in 2007 to about 2,300 from the previously announced 2,700 .",finnish construction company yit reducing number start ups market financed residential unit previously announced,14,0
negative,"At 10.33 am , Huhtamaki was the market 's biggest faller , 8.69 pct lower at 11.35 eur , while the OMX Helsinki 25 was 0.32 pct higher at 3,332.41 , and the OMX Helsinki was up 0.47 pct at 11,687.32 .",200,42,"At 10.33 am , Huhtamaki was the market 's biggest faller , 8.69 pct lower at 11.35 eur , while the OMX Helsinki 25 was 0.32 pct higher at 3,332.41 , and the OMX Helsinki was up 0.47 pct at 11,687.32 .",huhtamaki market biggest faller pct lower eur omx helsinki pct higher omx helsinki pct,14,0
negative,"At 12.59 pm , the OMX Helsinki 25 index was 0.32 pct lower at 2,694.81 .",72,16,"At 12.59 pm , the OMX Helsinki 25 index was 0.32 pct lower at 2,694.81 .",pm omx helsinki index pct lower,6,0
negative,"At the close , the OMX Helsinki 25 was 0.01 pct lower at 3,067.64 points and the OMX Helsinki was down 0.05 pct at 10,321.46 points on over 1.343 bln eur of turnover .",167,34,"At the close , the OMX Helsinki 25 was 0.01 pct lower at 3,067.64 points and the OMX Helsinki was down 0.05 pct at 10,321.46 points on over 1.343 bln eur of turnover .",close omx helsinki pct lower point omx helsinki pct point bln eur turnover,13,0
neutral,"Body The credit falls due February 24 , 2014 .",46,10,"Body The credit falls due February 24 , 2014 .",body credit fall due february,5,1
negative,"Capacity will ease at its Seikku sawmill in Pori and Alholma sawmill in Pietarsaari and result in 60 people being laid off for around six weeks starting mid-May , it said .",172,32,"Capacity will ease at its Seikku sawmill in Pori and Alholma sawmill in Pietarsaari and result in 60 people being laid off for around six weeks starting mid-May , it said .",capacity ease seikku sawmill pori alholma sawmill pietarsaari result people laid around six week starting mid may said,18,0
neutral,"However , two of the previously ordered sets will start producing electricity at the end of October 2010 , it said .",116,22,"However , two of the previously ordered sets will start producing electricity at the end of October 2010 , it said .",however two previously ordered set start producing electricity end october said,11,1
neutral,"Sales in local currencies decreased by 0.5 percent while the number of subscribers rose by 12.7 million to a total of 147.6 million at the end of fourth quarter , the company said .",181,34,"Sales in local currencies decreased by 0.5 percent while the number of subscribers rose by 12.7 million to a total of 147.6 million at the end of fourth quarter , the company said .",sale local currency decreased percent number subscriber rose million total million end fourth quarter company said,16,1
negative,The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR 93.9 million USD 137.3 m as given in the interim report on August 5 .,163,31,The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR 93.9 million USD 137.3 m as given in the interim report on August 5 .,company confirmed estimate lower revenue whole year ago eur million usd given interim report august,15,0
negative,The company expects its net sales for the whole 2009 to remain below the 2008 level .,85,17,The company expects its net sales for the whole 2009 to remain below the 2008 level .,company expects net sale whole remain level,7,0
negative,The measures result from decreased demand in technical design and product information .,87,13,The measures result from decreased demand in technical design and product information .,measure result decreased demand technical design product information,8,0
negative,"The OMX Nordic 40 OMXN40 index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed down 0.87 % at 1,064.14 points on Thursday .",157,30,"The OMX Nordic 40 OMXN40 index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed down 0.87 % at 1,064.14 points on Thursday .",omx nordic index comprising traded nordic stock nasdaq omx exchange closed point thursday,13,0
negative,The repurchases shall decrease the distributable capital and reserves .,71,10,The repurchases shall decrease the distributable capital and reserves .,repurchase shall decrease distributable capital reserve,6,0
negative,- Net sales for the period are expected to fall well below that of last year and the result after non-recurring items is expected to be in the red .,148,30,- Net sales for the period are expected to fall well below that of last year and the result after non-recurring items is expected to be in the red .,net sale period expected fall well last year result non recurring item expected red,14,0
